"Nom de domaine";"Pays BE";"Departement BE";"Ville BE";"Nom BE";"Sous domaine";"Type du titulaire";"Pays titulaire";"Departement titulaire";"Domaine IDN";"Date de création";"Date de retrait du WHOIS"
aaaparis.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;92;0;17-02-2018;
aaaparisnord.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;75;0;22-09-2018;
aaa-partenariat.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;37;0;31-05-2016;
aaapascher.fr;NL;99;ROTTERDAM;HOSTING CONCEPTS B.V.;fr;PERSON;FR;97;0;28-08-2015;28-09-2016
aaap.fr;FR;75;PARIS;LIGNE WEB SERVICES - LWS;fr;ORG;FR;38;0;07-10-2008;05-03-2020
aaa-photocopieur.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;75;0;29-06-2016;29-08-2020
aaapl.fr;FR;75;PARIS;SCALEWAY;fr;ORG;FR;35;0;11-01-2010;17-12-2018
aaaplomberie.fr;FR;75;PARIS;GANDI;fr;ORG;FR;77;0;09-07-2012;05-09-2014
aaaplus.fr;FR;75;PARIS;LIGNE WEB SERVICES - LWS;fr;PERSON;FR;83;0;24-06-2015;
aaapneus.fr;CZ;99;PRAGUE 3;GRANSY s.r.o.;fr;ORG;CZ;99;0;07-04-2017;07-05-2018
aaapoker.fr;FR;59;ROUBAIX;OVH;fr;;;;0;07-01-2013;08-03-2014
aaa-pompe-a-chaleur.fr;FR;75;PARIS;GANDI;fr;ORG;FR;92;0;29-12-2009;
aaapoumbapoum.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;75;0;15-03-2012;
aaapoum.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;75;0;16-08-2012;
aaapp-asso.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;34;0;21-05-2019;20-07-2020
aa-appel-guena-taxi.fr;FR;75;PARIS;GANDI;fr;ORG;FR;29;0;28-05-2018;
aaappetence.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;92;0;16-01-2017;15-02-2019
aaapr.fr;DE;99;BONN;EPAG Domainservices GmbH;fr;ORG;FR;94;0;19-08-2009;
aaaprod.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;06;0;10-01-2017;
aaaprods.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;75;0;23-11-2016;
aaaproduction.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;75;0;28-07-2005;
aaa-pro.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;75;0;29-06-2016;
aaaproject.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;75;0;17-06-2013;17-07-2020
aaa-projets.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;44;0;11-03-2016;10-05-2017
aaapy.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;34;0;18-02-2015;
aaap13.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;13;0;29-04-2017;
aaa-rafa.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;06;0;12-09-2016;
aaa-rafi.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;06;0;16-10-2018;
aaarche.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;13;0;23-12-2017;
aa-archi.fr;FR;75;PARIS;GANDI;fr;ORG;FR;78;0;28-09-2009;26-11-2014
aa-architectes.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;69;0;13-11-2017;11-01-2019
aa-architecture.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;75;0;14-09-2017;
aaareflex.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;38;0;15-01-2016;16-03-2017
aaarentcar.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;06;0;04-05-2012;03-07-2017
aaarentcars.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;06;0;14-04-2011;
aaa-reparation-iphone.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;93;0;10-01-2018;
aaa-reparation-smartphone.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;75;0;10-10-2017;09-12-2019
aaar.fr;FR;75;PARIS;GANDI;fr;ORG;FR;45;0;18-09-2011;
aaarg-editions.fr;BE;99;RANST;NameWeb bvba;fr;PERSON;BE;99;0;11-02-2015;
aaargent.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;69;0;09-05-2020;
aaarg.fr;GB;99;LONDON;TLD Registrar Solutions Ltd;fr;PERSON;FR;13;0;14-05-2012;
aaarghh.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;13;0;10-06-2016;09-08-2017
aaarisolation.fr;FR;59;ROUBAIX;OVH;fr;ORG;BE;99;0;21-10-2011;03-11-2019
aaar-nice.fr;DK;99;COPENHAGUE V;One.com A/S;fr;ORG;FR;06;0;28-06-2013;01-08-2015
aaarpc.fr;CH;99;LES ACACIAS;Infomaniak Network SA;fr;ORG;FR;79;0;04-10-2015;
aaarrt.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;69;0;28-12-2010;26-02-2017
aaars.fr;FR;59;VILLENEUVE D'ASCQ CEDEX;NORDNET;fr;PERSON;FR;27;0;05-04-2009;
aaartdiffusion.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;92;0;20-06-2014;20-08-2015
aa-art.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;30;0;01-01-2013;
aaart.fr;CA;99;LAVAL (GRAND MONTREAL);PLANETHOSTER;fr;PERSON;FR;57;0;07-05-2008;
aaartiste.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;92;0;28-04-2014;28-05-2019
aaart-kaviiik.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;19;0;02-09-2017;01-11-2019
aaarts.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;75;0;09-06-2020;
aaart-valleedechevreuse.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;78;0;09-05-2017;
aaa-saintjeandeluz.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;64;0;27-02-2008;
aaa-seniors.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;30;0;11-05-2017;10-06-2018
aaaservice.fr;FR;59;VILLENEUVE D'ASCQ CEDEX;NORDNET;fr;ORG;FR;59;0;07-01-2020;
aaa-services.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;06;0;14-04-2014;06-06-2015
aaaservices.fr;FR;42;SAINT ETIENNE;OELIS;fr;ORG;FR;42;0;30-09-2013;
aaa-ses.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;60;0;17-02-2017;
aaases.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;80;0;29-01-2013;
aaasf.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;59;0;27-02-2011;
aaas.fr;FR;59;VILLENEUVE D'ASCQ CEDEX;NORDNET;fr;ORG;FR;95;0;15-09-2004;
aaa-site.fr;FR;75;PARIS;SCALEWAY;fr;PERSON;FR;13;0;31-08-2016;
aaa-snecma.fr;DE;99;BERLIN;CRONON AG;fr;PERSON;FR;77;0;11-01-2011;
aaa-solutions.fr;FR;75;PARIS;NET-AVENIR;fr;ORG;FR;67;0;30-08-2004;28-06-2019
aaa-southcorner.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;84;0;24-06-2019;23-08-2020
aaasportsmanagement.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;75;0;15-01-2014;
aaassocies.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;93;0;22-10-2010;
aa-assurances.fr;FR;75;PARIS;AMEN / Agence des Médias Numériques;fr;ORG;FR;93;0;22-10-2015;
aaastmartin.fr;FR;59;ROUBAIX;OVH;fr;ORG;MQ;972;0;09-06-2018;
aaa-stm.fr;FR;59;ROUBAIX;OVH;fr;ORG;MQ;972;0;09-06-2018;
aaastrid.fr;FR;75;PARIS;GANDI;fr;PERSON;FR;07;0;18-11-2013;
aaasxmcarrental.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;97;0;22-11-2019;
aaa-systemes.fr;FR;93;MONTREUIL;NUXIT;fr;ORG;FR;83;0;20-08-2011;16-01-2015
aaa-taxi.fr;FR;75;PARIS;GANDI;fr;ORG;FR;38;0;05-06-2013;
aaatchoum.fr;FR;75;PARIS;GANDI;fr;PERSON;FR;92;0;11-01-2010;12-04-2018
aaate.fr;FR;75;PARIS;GANDI;fr;PERSON;FR;71;0;29-02-2016;28-04-2017
aaa-telec.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;78;0;06-05-2004;
aaatelec.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;78;0;30-09-1997;
aaates-energies-renouvelables.fr;FR;38;GRENOBLE;KIFCORP;fr;PERSON;BJ;99;0;21-08-2007;
aaates.fr;FR;75;PARIS;GANDI;fr;ORG;FR;56;0;16-01-2012;16-03-2018
aaat.fr;NL;99;ROTTERDAM;HOSTING CONCEPTS B.V.;fr;PERSON;DE;99;0;15-10-2013;09-02-2018
aaatipic.fr;FR;75;PARIS;LIGNE WEB SERVICES - LWS;fr;PERSON;FR;34;0;02-06-2015;01-07-2016
aaa.tm.fr;MC;99;MONACO;NAMEBAY;tm.fr;ORG;FR;75;0;06-10-1997;
aaa-traduction.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;13;0;07-09-2010;
aaatraduction.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;13;0;04-09-2010;
aaa-translation.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;13;0;07-09-2010;
aaatranslation.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;13;0;07-09-2010;
aaa-transword.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;13;0;30-08-2010;
aaa-travel.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;DE;99;0;10-09-2018;
aaatriplea.fr;FR;75;PARIS;SCALEWAY;fr;PERSON;FR;36;0;17-11-2016;15-01-2019
aaatvmontlucon.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;03;0;13-04-2015;
aaatv30.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;38;0;27-09-2010;
aaat17.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;17;0;11-09-2012;10-11-2016
aaauctions.fr;FR;59;ROUBAIX;OVH;fr;ORG;NL;99;0;20-06-2014;20-08-2015
aa-auto.fr;DE;99;BONN;EPAG Domainservices GmbH;fr;PERSON;FR;06;0;17-10-2013;
aaautrement.fr;FR;75;PARIS;LIGNE WEB SERVICES - LWS;fr;PERSON;FR;59;0;08-02-2015;08-03-2018
aaav.asso.fr;FR;75;PARIS;GANDI;asso.fr;ORG;FR;78;0;09-04-2002;
aaav.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;94;0;25-03-2009;27-03-2017
aaaviation.fr;FR;75;PARIS;GANDI;fr;ORG;FR;75;0;25-04-2013;22-06-2015
aaavip.fr;DE;99;SANKT INGBERT;KEY-SYSTEMS GmbH;fr;ORG;DE;99;0;21-08-2017;20-09-2018
aaa-visibility-internet.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;75;0;18-05-2016;04-07-2020
aa-avocats.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;75;0;10-07-2006;
aaavocats.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;75;0;11-03-2016;10-05-2018
aaavvi.fr;FR;75;PARIS;LIGNE WEB SERVICES - LWS;fr;ORG;BE;99;0;04-02-2020;
aaawards.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;13;0;18-04-2013;
aaawip.fr;AU;99;MORDIALLOC, VICTORIA;INSTRA CORPORATION PTY LTD;fr;ORG;FR;17;0;18-07-2018;12-09-2019
aaawop.fr;FR;75;PARIS;GANDI;fr;PERSON;FR;60;0;12-01-2016;12-03-2017
aaay.fr;FR;75;PARIS;LIGNE WEB SERVICES - LWS;fr;PERSON;FR;17;0;04-07-2019;03-08-2020
aaaz.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;75;0;16-09-2014;
aaa06.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;06;0;16-05-2015;
aaa06-lpa.fr;FR;75;PARIS;GANDI;fr;ORG;FR;92;0;04-07-2018;01-09-2019
aaa06-lpb.fr;FR;75;PARIS;GANDI;fr;ORG;FR;92;0;04-07-2018;01-09-2019
aaa17.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;17;0;06-07-2016;
aaa28.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;28;0;14-02-2012;14-08-2016
aaa3.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;21;0;22-09-2000;
aaa310hr.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;68;0;19-02-2013;
aaa34.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;34;0;11-04-2017;
aaa53.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;53;0;16-04-2007;
aaa7.fr;GB;99;LONDON;TLD Registrar Solutions Ltd;fr;PERSON;BE;99;0;24-05-2016;
aaa82.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;82;0;31-03-2018;
aaa971.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;97;0;11-09-2010;
aabaa.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;94;0;23-02-2013;
aabac.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;24;0;02-07-2013;
aabaco.fr;US;99;MERIDIAN;MARKMONITOR Inc.;fr;ORG;GB;99;0;16-07-2015;
aabacoholdings.fr;US;99;MERIDIAN;MARKMONITOR Inc.;fr;ORG;GB;99;0;16-07-2015;
aabacoholdingsinc.fr;US;99;MERIDIAN;MARKMONITOR Inc.;fr;ORG;FR;75;0;18-07-2015;
aabacollc.fr;US;99;MERIDIAN;MARKMONITOR Inc.;fr;ORG;GB;99;0;16-07-2015;
aabaconseil.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;34;0;06-02-2012;
aabacosmallbusiness.fr;US;99;MERIDIAN;MARKMONITOR Inc.;fr;ORG;GB;99;0;16-07-2015;
aabadminton.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;37;0;04-02-2009;
aaba.fr;CH;99;LES ACACIAS;Infomaniak Network SA;fr;PERSON;FR;29;0;23-05-2019;
aabaguitars.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;34;0;19-10-2011;18-11-2018
aabalia.fr;NL;99;ROTTERDAM;HOSTING CONCEPTS B.V.;fr;PERSON;DE;99;0;07-11-2005;23-03-2019
aabambulance-allegret-bonnamy.fr;FR;75;PARIS;GANDI;fr;ORG;FR;85;0;17-09-2019;
aabam.fr;FR;75;PARIS;GANDI;fr;ORG;FR;92;0;07-12-2005;
aabam-immobilier.fr;FR;75;PARIS;GANDI;fr;PERSON;FR;92;0;09-01-2013;
aabappart.fr;FR;59;ROUBAIX;OVH;fr;ORG;CH;99;0;14-03-2018;
aab-archi.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;fr;ORG;FR;75;0;13-06-2008;
aabase.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;35;0;31-01-2017;07-01-2020
aabas.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;75;0;11-05-2012;
aabassistadminbordeaux.fr;FR;75;PARIS;GANDI;fr;PERSON;FR;33;0;12-03-2019;
aab.asso.fr;FR;75;PARIS;CLARANET SAS;asso.fr;ORG;FR;09;0;19-09-2001;07-07-2019
aabastaxi-lesmureaux.fr;FR;75;PARIS;GANDI;fr;ORG;FR;92;0;28-12-2016;25-02-2018
aabat.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;34;0;18-10-2012;24-09-2019
aa-batiment.fr;FR;75;PARIS;GANDI;fr;ORG;FR;92;0;02-08-2018;
aa-batterie.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;75;0;05-07-2006;04-07-2017
aabayra.fr;FR;75;PARIS;LIGNE WEB SERVICES - LWS;fr;ORG;FR;11;0;30-10-2014;28-11-2016
aabbas.fr;CA;99;LAVAL (GRAND MONTREAL);PLANETHOSTER;fr;PERSON;FR;59;0;06-08-2013;08-09-2014
a-abbeville.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;44;0;13-02-2008;
aabb.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;fr;ORG;FR;31;0;22-03-2005;
aabbm.fr;FR;75;PARIS;GANDI;fr;ORG;FR;37;0;25-05-2011;
aabbo.fr;DK;99;COPENHAGUE V;One.com A/S;fr;PERSON;FR;75;0;23-03-2013;02-05-2015
aabboo.fr;DE;99;STARNBERG;united-domains AG;fr;ORG;DE;99;0;31-01-2008;
aabbstraction.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;29;0;08-04-2020;
aabc-conseil.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;79;0;12-09-2018;
aabc-formation-internet.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;79;0;07-04-2020;
aabc.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;81;0;01-01-2008;
aabcg.fr;FR;75;PARIS;GANDI;fr;ORG;FR;59;0;18-05-2004;
aab-cholet.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;49;0;20-03-2018;
aabc-ns-conseil.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;79;0;31-03-2015;
aabcollection.fr;DE;99;BONN;EPAG Domainservices GmbH;fr;ORG;GB;99;0;02-09-2014;
aabcommunication.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;93;0;14-02-2005;
aabconseil.fr;FR;49;ANGERS;VIADUC;fr;PERSON;FR;45;0;18-02-2010;31-03-2016
aab-controle-technique.fr;FR;92;BOULOGNE BILLANCOURT;PAGESJAUNES;fr;;;;0;10-06-2011;02-08-2014
aabcp-btp-cloison-14.fr;FR;75;PARIS;GANDI;fr;ORG;FR;92;0;24-12-2010;20-02-2015
aabc1-conseil-internet.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;79;0;10-04-2020;
aabc1-formation-internet.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;79;0;14-04-2020;
aabdelhadi.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;93;0;26-02-2016;27-04-2017
aab-depannage.fr;FR;92;BOULOGNE BILLANCOURT;PAGESJAUNES;fr;ORG;FR;75;0;17-07-2013;30-06-2016
aab-departement-evaluation.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;01;0;25-07-2012;23-09-2017
aabdic-music.fr;FR;75;PARIS;GANDI;fr;ORG;FR;78;0;31-05-2010;28-07-2015
aabeaufortain.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;73;0;02-12-2011;
aabee.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;03;0;15-12-2013;
aaberdesign.fr;FR;75;PARIS;PROGRAMMEURS REUNIS;fr;PERSON;FR;75;0;31-03-2020;
aa-berlines.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;33;0;08-03-2019;
aabest-taxi-chamonix.fr;FR;92;BOULOGNE BILLANCOURT;PAGESJAUNES;fr;ORG;FR;74;0;16-06-2014;06-06-2016
aabest-taxis.fr;FR;75;PARIS;GANDI;fr;ORG;FR;74;0;13-03-2013;
aab-expertises-nevers.fr;FR;75;PARIS;GANDI;fr;ORG;FR;58;0;10-03-2011;
aabf.asso.fr;FR;59;ROUBAIX;OVH;asso.fr;ORG;FR;75;0;31-05-2001;
aabf.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;77;0;17-11-2016;11-03-2019
aabfls-avocats.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;65;0;21-07-2019;
a-a-b.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;83;0;21-09-2010;
aab.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;93;0;14-02-2005;
aab-fr.fr;FR;75;PARIS;LINKEO;fr;ORG;FR;77;0;15-09-2005;15-12-2016
aabg-architectes.fr;FR;75;PARIS;AMEN / Agence des Médias Numériques;fr;ORG;FR;06;0;19-06-2008;
aabg.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;79;0;07-07-2005;
aabglobal.fr;DE;99;SANKT INGBERT;KEY-SYSTEMS GmbH;fr;ORG;DE;99;0;07-03-2011;05-04-2015
aabgnserrurerie.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;92;0;29-09-2013;
aabi-asso.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;91;0;18-04-2009;
aabida-avocat.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;69;0;12-12-2017;
aabida.fr;DK;99;COPENHAGUE V;One.com A/S;fr;PERSON;FR;34;0;03-05-2014;
aabidjan.fr;BS;99;NASSAU;INTERNET.BS CORP;fr;PERSON;FR;Anomalie;0;16-07-2013;14-09-2014
aabi.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;92;0;11-04-2007;10-06-2016
aabil-taxi.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;68;0;01-06-2010;31-07-2015
aabiltaxi.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;68;0;12-07-2018;
aabinformatique.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;14;0;15-03-2011;
aabiotech.fr;US;99;DENVER, COLORADO;Name.com LLC;fr;PERSON;FR;Anomalie;0;02-06-2017;02-07-2019
aa-biscuiterie-navarro.fr;CH;99;ECUBLENS;Net4All.ch SA;fr;ORG;FR;83;0;13-02-2012;28-12-2017
aabis.fr;FR;75;PARIS;ONE 2 NET;fr;ORG;FR;38;0;09-06-1999;
aabis-informatique.fr;FR;45;ORLEANS;HAISOFT;fr;PERSON;FR;61;0;12-05-2009;14-06-2015
aabis-lpa.fr;FR;75;PARIS;GANDI;fr;ORG;FR;92;0;16-06-2020;
aabj.fr;FR;75;PARIS;GANDI;fr;ORG;FR;68;0;14-10-2017;11-12-2019
aabk.fr;FR;75;PARIS;SCALEWAY;fr;ORG;FR;29;0;08-05-2012;09-06-2016
aabl.fr;FR;75;PARIS;GANDI;fr;ORG;FR;75;0;21-09-2017;19-11-2019
aablr.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;92;0;08-04-2020;
aabmail.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;95;0;09-01-2015;10-03-2017
aabm-avocats.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;38;0;05-04-2018;
aabmc.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;97;0;14-06-2007;02-09-2017
aabmedical.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;17;0;23-03-2019;
aab-nom-de-domaine.fr;FR;38;GRENOBLE;AXINET COMMUNICATION;fr;ORG;FR;78;0;07-05-2001;
aaboakustik.fr;DE;99;BONN;EPAG Domainservices GmbH;fr;ORG;DK;99;0;25-04-2019;
aaboevensen.fr;NO;99;OSLO;DOMENESHOP AS;fr;ORG;NO;99;0;08-10-2015;
aabo.fr;FR;75;PARIS;GANDI;fr;ORG;FR;75;0;25-05-2013;
aabois.fr;FR;75;PARIS;SCALEWAY;fr;ORG;FR;33;0;01-02-2011;
aa-bois-33.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;33;0;13-06-2016;
aabouch-construction.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;01;0;21-12-2018;
aabouch-construction34.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;34;0;11-10-2019;
aaboudif.fr;FR;75;PARIS;LIGNE WEB SERVICES - LWS;fr;PERSON;FR;94;0;23-12-2017;22-01-2019
aabout.fr;DE;99;BONN;EPAG Domainservices GmbH;fr;;;;0;12-01-2012;11-02-2014
aabou2017.fr;FR;75;PARIS;SCALEWAY;fr;PERSON;FR;91;0;28-04-2017;26-06-2018
aabox.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;75;0;27-10-2017;
aab-peinture.fr;FR;75;PARIS;LINKEO;fr;ORG;FR;68;0;28-12-2018;
aabp.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;19;0;16-05-2005;
aabracadabra.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;33;0;29-01-2020;
aabraysie.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;45;0;13-05-2009;
aabresil-cours-danses.fr;FR;75;PARIS;GANDI;fr;ORG;FR;75;0;29-01-2010;
aabresil.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;75;0;23-10-2013;22-12-2015
a-abri.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;95;0;19-04-2012;
aab-sa.fr;FR;75;PARIS;GANDI;fr;ORG;FR;28;0;23-12-2002;
aab-securite.fr;FR;59;VILLENEUVE D'ASCQ CEDEX;NORDNET;fr;ORG;FR;77;0;22-01-2014;
aabse.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;75;0;08-06-2020;
aabservice.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;57;0;04-11-2012;03-01-2018
aabs.fr;FR;75;PARIS;GANDI;fr;ORG;FR;74;0;02-03-2009;
aab-solution.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;59;0;22-10-2015;
aabsolution.fr;FR;34;MONTPELLIER;neoDomaine;fr;ORG;FR;81;0;04-11-2014;
aabs-serrurerie-bollon.fr;FR;75;PARIS;GANDI;fr;ORG;FR;69;0;24-04-2017;
aabss.fr;FR;75;PARIS;AMEN / Agence des Médias Numériques;fr;ORG;FR;74;0;24-10-2012;
aabs59.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;59;0;16-09-2015;15-11-2019
aabtaxi.fr;GB;99;LONDON;TLD Registrar Solutions Ltd;fr;ORG;FR;75;0;14-06-2004;
aabt.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;42;0;23-05-2008;
aab-toitures.fr;FR;75;PARIS;GANDI;fr;ORG;FR;83;0;13-12-2017;10-02-2020
aabtp.fr;FR;75;PARIS;GANDI;fr;ORG;FR;33;0;02-03-2015;
aabtp-plomberie.fr;FR;75;PARIS;GANDI;fr;ORG;FR;93;0;17-06-2015;
aaburo.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;92;0;07-02-2020;
aa-businesspartner.fr;NL;99;ROTTERDAM;HOSTING CONCEPTS B.V.;fr;PERSON;DE;99;0;24-08-2006;01-11-2018
aab-uv.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;54;0;05-01-2017;
aabuzuhaira.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;37;0;09-06-2020;
aabuzz.fr;FR;93;MONTREUIL;NUXIT;fr;PERSON;GB;99;0;19-11-2016;11-01-2018
aabv-amicale.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;91;0;28-01-2016;
aabv.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;13;0;11-08-2010;
aaby.fr;DE;99;REGENSBURG;InterNetX GmbH;fr;ORG;FR;75;0;21-10-2017;
